agent-type,agent-id,TriadStackID,received-IP-list,sent-IP-list,country,county,Municipality,Coordinates,Gender,Age,Language,Nationality,PoliticalSpectrum,SocioeconomicStatus,EU,NATORussia,InformationDisseminationAgents,key_issue,tick no,timestamp
basic-agents,B-ID-361,TS-B-ID-361,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Middle,NationalLanguage,Polish,Right,MiddleClass,ProEU,Neutral,[],0,2
basic-agents,B-ID-362,TS-B-ID-362,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Middle,NationalLanguage,Lithuanian,Undecided,MiddleClass,Undecided,ProNATOAntiRussia,"['TV3 (tv3.lt)', 'LRT (lrt.lt)', 'Lietus Radio (lietus.fm)', 'Lietuvos Rytas (lrytas.lt)', 'Delfi (delfi.lt)', 'Alfa (alfa.lt)', 'Facebook']",0,2
basic-agents,B-ID-363,TS-B-ID-363,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,NotApplicable,NationalLanguage,Lithuanian,Left,UpperClass,ProEU,ProNATOAntiRussia,"['TV3 (tv3.lt)', 'Delfi (delfi.lt)', 'Facebook']",0,2
basic-agents,B-ID-364,TS-B-ID-364,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,NationalLanguage,Lithuanian,Undecided,MiddleClass,AntiEU,AntiNATOProRussia,['Respublika (respublika.lt)'],0,2
basic-agents,B-ID-365,TS-B-ID-365,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,Both,Lithuanian,Undecided,MiddleClass,ProEU,Undecided,"['LRT (lrt.lt)', 'Lietus Radio (lietus.fm)', 'Lietuvos Rytas (lrytas.lt)', 'Delfi (delfi.lt)', 'Facebook']",0,2
basic-agents,B-ID-366,TS-B-ID-366,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Young,NationalLanguage,Polish,Undecided,MiddleClass,ProEU,ProNATOAntiRussia,"['Delfi (delfi.lt)', 'Facebook']",0,2
basic-agents,B-ID-367,TS-B-ID-367,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Middle,Both,Lithuanian,Right,LowerClass,Undecided,AntiNATOProRussia,['PBK'],0,2
basic-agents,B-ID-368,TS-B-ID-368,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Middle,NationalLanguage,Lithuanian,Left,MiddleClass,ProEU,Neutral,['Delfi (delfi.lt)'],0,2
basic-agents,B-ID-369,TS-B-ID-369,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,NotApplicable,Both,Lithuanian,Right,LowerClass,ProEU,ProNATOAntiRussia,"['TV3 (tv3.lt)', 'Facebook']",0,2
basic-agents,B-ID-370,TS-B-ID-370,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,Both,Polish,Right,LowerClass,ProEU,Undecided,[],0,2
basic-agents,B-ID-371,TS-B-ID-371,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,Middle,NationalLanguage,Lithuanian,Undecided,LowerClass,AntiEU,ProNATOAntiRussia,['Facebook'],0,2
basic-agents,B-ID-372,TS-B-ID-372,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Old,Both,Lithuanian,Center,UpperClass,ProEU,ProNATOAntiRussia,"['LRT (lrt.lt)', 'Lietus Radio (lietus.fm)']",0,2
basic-agents,B-ID-373,TS-B-ID-373,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Female,Middle,NationalLanguage,Lithuanian,Undecided,MiddleClass,ProEU,ProNATOAntiRussia,"['Lietus Radio (lietus.fm)', 'Lietuvos Rytas (lrytas.lt)', 'Delfi (delfi.lt)']",0,2
basic-agents,B-ID-374,TS-B-ID-374,[],[],Lithuania,Vilnius,Vilnius City,54.687888 25.28229,Male,NotApplicable,NationalLanguage,Lithuanian,Undecided,MiddleClass,ProEU,ProNATOAntiRussia,"['TV3 (tv3.lt)', 'LRT (lrt.lt)', 'Lietus Radio (lietus.fm)', 'Lietuvos Rytas (lrytas.lt)', 'Delfi (delfi.lt)', 'Facebook']",0,2
basic-agents,B-ID-375,TS-B-ID-375,[],[],Lithuania,Vilnius,Vilnius District,54.764368 25.184103,Female,Old,Both,Russian,Undecided,UpperClass,ProEU,ProNATOAntiRussia,['Delfi (delfi.lt)'],0,2
basic-agents,B-ID-376,TS-B-ID-376,[],[],Lithuania,Vilnius,Vilnius District,54.764368 25.184103,Female,Middle,Both,Russian,Center,LowerClass,Undecided,Undecided,[],0,2
basic-agents,B-ID-377,TS-B-ID-377,[],[],Lithuania,Vilnius,Vilnius District,54.764368 25.184103,Male,Middle,NationalLanguage,Polish,Undecided,UpperClass,AntiEU,ProNATOAntiRussia,[],0,2
basic-agents,B-ID-378,TS-B-ID-378,[],[],Lithuania,Vilnius,Vilnius District,54.764368 25.184103,Female,Middle,Russian,Belarusian,Right,UpperClass,AntiEU,Neutral,"['Facebook', 'VK']",0,2
basic-agents,B-ID-379,TS-B-ID-379,[],[],Lithuania,Vilnius,Vilnius District,54.764368 25.184103,Male,Young,NationalLanguage,Russian,Undecided,LowerClass,ProEU,Neutral,[],0,2
basic-agents,B-ID-380,TS-B-ID-380,[],[],Lithuania,Vilnius,Vilnius District,54.764368 25.184103,Male,Middle,Both,Polish,Right,MiddleClass,Undecided,AntiNATOProRussia,[],0,2
basic-agents,B-ID-381,TS-B-ID-381,[],[],Lithuania,Vilnius,Vilnius District,54.764368 25.184103,Male,Middle,NationalLanguage,Polish,Right,LowerClass,AntiEU,ProNATOAntiRussia,[],0,2
basic-agents,B-ID-382,TS-B-ID-382,[],[],Lithuania,Vilnius,Vilnius District,54.764368 25.184103,Female,NotApplicable,Both,Polish,Center,LowerClass,AntiEU,ProNATOAntiRussia,[],0,2
basic-agents,B-ID-383,TS-B-ID-383,[],[],Lithuania,Vilnius,Vilnius District,54.764368 25.184103,Female,Old,NationalLanguage,Polish,Right,MiddleClass,ProEU,Neutral,[],0,2
basic-agents,B-ID-384,TS-B-ID-384,[],[],Lithuania,Vilnius,Vilnius District,54.764368 25.184103,Female,Middle,Both,Lithuanian,Center,MiddleClass,ProEU,ProNATOAntiRussia,"['LRT (lrt.lt)', 'Lietus Radio (lietus.fm)', 'Kauno Diena (kauno.diena.lt)', 'Lietuvos Rytas (lrytas.lt)', 'Facebook']",0,2
basic-agents,B-ID-385,TS-B-ID-385,[],[],Lithuania,Vilnius,Vilnius District,54.764368 25.184103,Female,Middle,Both,Lithuanian,Right,MiddleClass,ProEU,Neutral,"['Facebook', 'Odnoklassniki']",0,2
basic-agents,B-ID-386,TS-B-ID-386,[],[],Lithuania,Vilnius,Vilnius District,54.764368 25.184103,Male,Middle,NationalLanguage,Lithuanian,Center,MiddleClass,ProEU,Neutral,"['Lietuvos Rytas (lrytas.lt)', 'Diena (Diena.lt)']",0,2
basic-agents,B-ID-387,TS-B-ID-387,[],[],Lithuania,Vilnius,Vilnius District,54.764368 25.184103,Male,Middle,NationalLanguage,Polish,Undecided,MiddleClass,AntiEU,ProNATOAntiRussia,[],0,2
basic-agents,B-ID-388,TS-B-ID-388,[],[],Lithuania,Vilnius,Vilnius District,54.764368 25.184103,Male,NotApplicable,Both,Polish,Left,LowerClass,AntiEU,ProNATOAntiRussia,[],0,2
basic-agents,B-ID-389,TS-B-ID-389,[],[],Lithuania,Vilnius,Vilnius District,54.764368 25.184103,Female,Old,NationalLanguage,Lithuanian,Left,LowerClass,ProEU,ProNATOAntiRussia,['Facebook'],0,2
basic-agents,B-ID-390,TS-B-ID-390,[],[],Lithuania,Vilnius,Vilnius District,54.764368 25.184103,Male,Old,NationalLanguage,Polish,Right,MiddleClass,ProEU,ProNATOAntiRussia,[],0,2
basic-agents,B-ID-391,TS-B-ID-391,[],[],Lithuania,Vilnius,Vilnius District,54.764368 25.184103,Female,Old,NationalLanguage,Belarusian,Undecided,UpperClass,AntiEU,ProNATOAntiRussia,[],0,2
basic-agents,B-ID-392,TS-B-ID-392,[],[],Lithuania,Vilnius,Vilnius District,54.764368 25.184103,Male,Middle,Both,Lithuanian,Center,MiddleClass,ProEU,Undecided,"['Lietus Radio (lietus.fm)', 'Lietuvos Rytas (lrytas.lt)', 'Facebook']",0,2
basic-agents,B-ID-393,TS-B-ID-393,[],[],Lithuania,Vilnius,Vilnius District,54.764368 25.184103,Female,Middle,Both,Lithuanian,Right,LowerClass,AntiEU,AntiNATOProRussia,['PBK'],0,2
basic-agents,B-ID-394,TS-B-ID-394,[],[],Lithuania,Vilnius,Vilnius District,54.764368 25.184103,Female,Middle,NationalLanguage,Lithuanian,Right,UpperClass,AntiEU,ProNATOAntiRussia,['Facebook'],0,2
basic-agents,B-ID-395,TS-B-ID-395,[],[],Lithuania,Vilnius,Vilnius District,54.764368 25.184103,Female,Middle,Both,Polish,Left,MiddleClass,AntiEU,ProNATOAntiRussia,[],0,2
basic-agents,B-ID-396,TS-B-ID-396,[],[],Lithuania,Vilnius,Vilnius District,54.764368 25.184103,Female,Middle,NationalLanguage,Polish,Center,UpperClass,ProEU,AntiNATOProRussia,[],0,2
basic-agents,B-ID-397,TS-B-ID-397,[],[],Lithuania,Vilnius,Vilnius District,54.764368 25.184103,Female,NotApplicable,Both,Lithuanian,Undecided,LowerClass,ProEU,Neutral,"['LRT (lrt.lt)', 'Facebook', 'Odnoklassniki']",0,2
basic-agents,B-ID-398,TS-B-ID-398,[],[],Lithuania,Vilnius,Vilnius District,54.764368 25.184103,Male,Middle,Both,Polish,Center,UpperClass,ProEU,AntiNATOProRussia,[],0,2
basic-agents,B-ID-399,TS-B-ID-399,[],[],Lithuania,Vilnius,Vilnius District,54.764368 25.184103,Male,Middle,NationalLanguage,Lithuanian,Left,LowerClass,AntiEU,ProNATOAntiRussia,"['Facebook', 'Twitter']",0,2
basic-agents,B-ID-400,TS-B-ID-400,[],[],Lithuania,Vilnius,Vilnius District,54.764368 25.184103,Male,NotApplicable,Both,Lithuanian,Center,MiddleClass,ProEU,ProNATOAntiRussia,"['TV3 (tv3.lt)', 'LRT (lrt.lt)', 'Lietus Radio (lietus.fm)', 'Kauno Diena (kauno.diena.lt)', 'Lietuvos Rytas (lrytas.lt)', 'Facebook']",0,2
basic-agents,B-ID-401,TS-B-ID-401,[],[],Lithuania,Vilnius,Vilnius District,54.764368 25.184103,Male,NotApplicable,NationalLanguage,Belarusian,Left,LowerClass,AntiEU,Neutral,[],0,2
basic-agents,B-ID-402,TS-B-ID-402,[],[],Lithuania,Vilnius,Vilnius District,54.764368 25.184103,Male,Middle,NationalLanguage,Polish,Center,MiddleClass,ProEU,ProNATOAntiRussia,[],0,2
basic-agents,B-ID-403,TS-B-ID-403,[],[],Lithuania,Vilnius,Vilnius District,54.764368 25.184103,Male,Middle,NationalLanguage,Lithuanian,Center,MiddleClass,Undecided,ProNATOAntiRussia,"['TV3 (tv3.lt)', 'Lietus Radio (lietus.fm)', 'Lietuvos Rytas (lrytas.lt)', 'Alfa (alfa.lt)', 'Facebook', 'Twitter']",0,2
basic-agents,B-ID-404,TS-B-ID-404,[],[],Lithuania,Vilnius,Vilnius District,54.764368 25.184103,Male,Middle,NationalLanguage,Lithuanian,Right,UpperClass,AntiEU,ProNATOAntiRussia,"['Facebook', 'Twitter']",0,2
basic-agents,B-ID-405,TS-B-ID-405,[],[],Lithuania,Vilnius,Vilnius District,54.764368 25.184103,Female,Old,NationalLanguage,Lithuanian,Center,LowerClass,AntiEU,ProNATOAntiRussia,[],0,2
basic-agents,B-ID-406,TS-B-ID-406,[],[],Lithuania,Vilnius,Vilnius District,54.764368 25.184103,Male,Young,Both,Polish,Undecided,MiddleClass,ProEU,Neutral,[],0,2
basic-agents,B-ID-407,TS-B-ID-407,[],[],Lithuania,Vilnius,Vilnius District,54.764368 25.184103,Female,Old,Russian,Russian,Undecided,UpperClass,ProEU,ProNATOAntiRussia,['Delfi (delfi.lt)'],0,2
basic-agents,B-ID-408,TS-B-ID-408,[],[],Lithuania,Vilnius,Vilnius District,54.764368 25.184103,Male,Middle,Both,Polish,Undecided,LowerClass,ProEU,ProNATOAntiRussia,[],0,2
basic-agents,B-ID-409,TS-B-ID-409,[],[],Lithuania,Vilnius,Vilnius District,54.764368 25.184103,Male,Young,Both,Polish,Center,UpperClass,AntiEU,Neutral,[],0,2
basic-agents,B-ID-410,TS-B-ID-410,[],[],Lithuania,Vilnius,Vilnius District,54.764368 25.184103,Female,NotApplicable,Both,Polish,Right,MiddleClass,AntiEU,ProNATOAntiRussia,[],0,2
basic-agents,B-ID-411,TS-B-ID-411,[],[],Lithuania,Vilnius,Vilnius District,54.764368 25.184103,Female,Middle,Russian,Polish,Undecided,UpperClass,AntiEU,Undecided,[],0,2
basic-agents,B-ID-412,TS-B-ID-412,[],[],Lithuania,Vilnius,Vilnius District,54.764368 25.184103,Female,Young,Both,Russian,Right,MiddleClass,ProEU,Undecided,['Facebook'],0,2
basic-agents,B-ID-413,TS-B-ID-413,[],[],Lithuania,Vilnius,Vilnius District,54.764368 25.184103,Female,NotApplicable,Both,Lithuanian,Left,MiddleClass,ProEU,ProNATOAntiRussia,"['TV3 (tv3.lt)', 'Delfi (delfi.lt)', 'Facebook', 'Twitter']",0,2
basic-agents,B-ID-414,TS-B-ID-414,[],[],Lithuania,Vilnius,Vilnius District,54.764368 25.184103,Male,Middle,NationalLanguage,Russian,Undecided,UpperClass,ProEU,ProNATOAntiRussia,"['Delfi (delfi.lt)', 'Facebook']",0,2
basic-agents,B-ID-415,TS-B-ID-415,[],[],Lithuania,Vilnius,Vilnius District,54.764368 25.184103,Female,Middle,NationalLanguage,Lithuanian,Undecided,MiddleClass,AntiEU,ProNATOAntiRussia,['Facebook'],0,2
basic-agents,B-ID-416,TS-B-ID-416,[],[],Lithuania,Vilnius,Vilnius District,54.764368 25.184103,Male,NotApplicable,Both,Polish,Left,MiddleClass,AntiEU,ProNATOAntiRussia,[],0,2
basic-agents,B-ID-417,TS-B-ID-417,[],[],Lithuania,Vilnius,Vilnius District,54.764368 25.184103,Female,Middle,NationalLanguage,Lithuanian,Right,UpperClass,Undecided,Neutral,['Verslo Zinios (vz.lt)'],0,2
basic-agents,B-ID-418,TS-B-ID-418,[],[],Lithuania,Vilnius,Vilnius District,54.764368 25.184103,Male,Middle,NationalLanguage,Other,Undecided,MiddleClass,ProEU,ProNATOAntiRussia,['Facebook'],0,2
basic-agents,B-ID-419,TS-B-ID-419,[],[],Lithuania,Vilnius,Vilnius District,54.764368 25.184103,Male,Middle,Both,Polish,Undecided,MiddleClass,ProEU,ProNATOAntiRussia,['Delfi (delfi.lt)'],0,2
basic-agents,B-ID-420,TS-B-ID-420,[],[],Lithuania,Vilnius,Vilnius District,54.764368 25.184103,Female,Middle,NationalLanguage,Polish,Undecided,UpperClass,Undecided,ProNATOAntiRussia,['Delfi (delfi.lt)'],0,2
basic-agents,B-ID-421,TS-B-ID-421,[],[],Lithuania,Vilnius,Vilnius District,54.764368 25.184103,Male,Young,NationalLanguage,Polish,Center,LowerClass,ProEU,Undecided,[],0,2
basic-agents,B-ID-422,TS-B-ID-422,[],[],Lithuania,Vilnius,Vilnius District,54.764368 25.184103,Female,NotApplicable,Both,Polish,Center,MiddleClass,ProEU,ProNATOAntiRussia,[],0,2
basic-agents,B-ID-423,TS-B-ID-423,[],[],Lithuania,Vilnius,Vilnius District,54.764368 25.184103,Male,Middle,NationalLanguage,Lithuanian,Center,MiddleClass,AntiEU,Undecided,['Facebook'],0,2
basic-agents,B-ID-424,TS-B-ID-424,[],[],Lithuania,Vilnius,Vilnius District,54.764368 25.184103,Male,Young,NationalLanguage,Lithuanian,Right,MiddleClass,ProEU,ProNATOAntiRussia,"['TV3 (tv3.lt)', 'Facebook']",0,2
basic-agents,B-ID-425,TS-B-ID-425,[],[],Lithuania,Vilnius,Vilnius District,54.764368 25.184103,Male,NotApplicable,NationalLanguage,Polish,Center,LowerClass,AntiEU,ProNATOAntiRussia,[],0,2
basic-agents,B-ID-426,TS-B-ID-426,[],[],Lithuania,Alytus,Alytus City,54.396206 24.04671,Male,Old,NationalLanguage,Lithuanian,Undecided,UpperClass,ProEU,ProNATOAntiRussia,"['Lietus Radio (lietus.fm)', 'Delfi (delfi.lt)']",0,2
basic-agents,B-ID-427,TS-B-ID-427,[],[],Lithuania,Alytus,Alytus City,54.396206 24.04671,Male,Middle,NationalLanguage,Lithuanian,Left,LowerClass,ProEU,ProNATOAntiRussia,['Facebook'],0,2
basic-agents,B-ID-428,TS-B-ID-428,[],[],Lithuania,Alytus,Alytus City,54.396206 24.04671,Female,Middle,Both,Lithuanian,Center,MiddleClass,ProEU,ProNATOAntiRussia,"['Lietus Radio (lietus.fm)', 'Kauno Diena (kauno.diena.lt)', 'Lietuvos Rytas (lrytas.lt)']",0,2
basic-agents,B-ID-429,TS-B-ID-429,[],[],Lithuania,Alytus,Alytus City,54.396206 24.04671,Female,Middle,Both,Lithuanian,Undecided,UpperClass,ProEU,ProNATOAntiRussia,"['Lietus Radio (lietus.fm)', 'Delfi (delfi.lt)', 'Facebook', 'Twitter']",0,2
basic-agents,B-ID-430,TS-B-ID-430,[],[],Lithuania,Alytus,Alytus City,54.396206 24.04671,Female,Middle,Both,Lithuanian,Left,MiddleClass,ProEU,ProNATOAntiRussia,"['Delfi (delfi.lt)', 'Facebook']",0,2
basic-agents,B-ID-431,TS-B-ID-431,[],[],Lithuania,Alytus,Alytus City,54.396206 24.04671,Male,Old,NationalLanguage,Lithuanian,Undecided,MiddleClass,ProEU,Undecided,"['TV3 (tv3.lt)', 'Lietus Radio (lietus.fm)', 'Lietuvos Rytas (lrytas.lt)']",0,2
basic-agents,B-ID-432,TS-B-ID-432,[],[],Lithuania,Alytus,Alytus City,54.396206 24.04671,Female,Old,NationalLanguage,Lithuanian,Undecided,UpperClass,ProEU,Neutral,[],0,2
basic-agents,B-ID-433,TS-B-ID-433,[],[],Lithuania,Alytus,Alytus City,54.396206 24.04671,Male,Middle,NationalLanguage,Lithuanian,Center,LowerClass,ProEU,ProNATOAntiRussia,"['TV3 (tv3.lt)', 'Facebook']",0,2
basic-agents,B-ID-434,TS-B-ID-434,[],[],Lithuania,Alytus,Alytus City,54.396206 24.04671,Female,Middle,Both,Lithuanian,Right,UpperClass,AntiEU,ProNATOAntiRussia,[],0,2
basic-agents,B-ID-435,TS-B-ID-435,[],[],Lithuania,Alytus,Alytus City,54.396206 24.04671,Female,Middle,NationalLanguage,Lithuanian,Undecided,MiddleClass,ProEU,ProNATOAntiRussia,"['Lietus Radio (lietus.fm)', 'Lietuvos Rytas (lrytas.lt)', 'Delfi (delfi.lt)']",0,2
basic-agents,B-ID-436,TS-B-ID-436,[],[],Lithuania,Alytus,Alytus City,54.396206 24.04671,Male,NotApplicable,NationalLanguage,Lithuanian,Undecided,UpperClass,Undecided,ProNATOAntiRussia,"['LRT (lrt.lt)', 'Lietus Radio (lietus.fm)', 'Delfi (delfi.lt)', 'Facebook']",0,2
basic-agents,B-ID-437,TS-B-ID-437,[],[],Lithuania,Alytus,Alytus City,54.396206 24.04671,Male,Old,NationalLanguage,Lithuanian,Right,MiddleClass,Undecided,ProNATOAntiRussia,[],0,2
basic-agents,B-ID-438,TS-B-ID-438,[],[],Lithuania,Alytus,Alytus City,54.396206 24.04671,Male,Old,NationalLanguage,Lithuanian,Right,MiddleClass,Undecided,ProNATOAntiRussia,[],0,2
basic-agents,B-ID-439,TS-B-ID-439,[],[],Lithuania,Alytus,Alytus City,54.396206 24.04671,Female,Middle,Both,Lithuanian,Right,LowerClass,AntiEU,Neutral,[],0,2
basic-agents,B-ID-440,TS-B-ID-440,[],[],Lithuania,Alytus,Alytus City,54.396206 24.04671,Female,NotApplicable,Both,Lithuanian,Undecided,MiddleClass,ProEU,ProNATOAntiRussia,"['TV3 (tv3.lt)', 'LRT (lrt.lt)', 'Lietus Radio (lietus.fm)', 'Lietuvos Rytas (lrytas.lt)', 'Delfi (delfi.lt)', 'Facebook']",0,2
basic-agents,B-ID-441,TS-B-ID-441,[],[],Lithuania,Alytus,Alytus City,54.396206 24.04671,Male,NotApplicable,NationalLanguage,Lithuanian,Left,UpperClass,Undecided,ProNATOAntiRussia,"['TV3 (tv3.lt)', 'Delfi (delfi.lt)', 'Facebook']",0,2
basic-agents,B-ID-442,TS-B-ID-442,[],[],Lithuania,Alytus,Alytus City,54.396206 24.04671,Male,Old,NationalLanguage,Lithuanian,Undecided,UpperClass,Undecided,ProNATOAntiRussia,"['TV3 (tv3.lt)', 'Lietus Radio (lietus.fm)']",0,2
basic-agents,B-ID-443,TS-B-ID-443,[],[],Lithuania,Alytus,Alytus City,54.396206 24.04671,Male,Middle,Both,Lithuanian,Undecided,LowerClass,AntiEU,AntiNATOProRussia,['PBK'],0,2
basic-agents,B-ID-444,TS-B-ID-444,[],[],Lithuania,Alytus,Alytus City,54.396206 24.04671,Male,Middle,NationalLanguage,Lithuanian,Undecided,LowerClass,ProEU,ProNATOAntiRussia,"['TV3 (tv3.lt)', 'Facebook', 'Twitter']",0,2
basic-agents,B-ID-445,TS-B-ID-445,[],[],Lithuania,Alytus,Alytus City,54.396206 24.04671,Female,Middle,Both,Lithuanian,Undecided,UpperClass,ProEU,ProNATOAntiRussia,"['Delfi (delfi.lt)', 'Facebook']",0,2
basic-agents,B-ID-446,TS-B-ID-446,[],[],Lithuania,Alytus,Alytus City,54.396206 24.04671,Male,Young,Both,Lithuanian,Left,MiddleClass,AntiEU,ProNATOAntiRussia,"['Facebook', 'Twitter']",0,2
basic-agents,B-ID-447,TS-B-ID-447,[],[],Lithuania,Alytus,Alytus City,54.396206 24.04671,Female,Old,Russian,Lithuanian,Undecided,LowerClass,ProEU,ProNATOAntiRussia,[],0,2
basic-agents,B-ID-448,TS-B-ID-448,[],[],Lithuania,Alytus,Alytus City,54.396206 24.04671,Female,Middle,NationalLanguage,Lithuanian,Left,LowerClass,ProEU,ProNATOAntiRussia,['Facebook'],0,2
basic-agents,B-ID-449,TS-B-ID-449,[],[],Lithuania,Alytus,Alytus City,54.396206 24.04671,Female,Middle,NationalLanguage,Lithuanian,Center,LowerClass,ProEU,ProNATOAntiRussia,['TV3 (tv3.lt)'],0,2
basic-agents,B-ID-450,TS-B-ID-450,[],[],Lithuania,Alytus,Alytus City,54.396206 24.04671,Female,Old,NationalLanguage,Lithuanian,Center,LowerClass,ProEU,ProNATOAntiRussia,[],0,2
basic-agents,B-ID-451,TS-B-ID-451,[],[],Lithuania,Alytus,Alytus City,54.396206 24.04671,Female,Middle,NationalLanguage,Lithuanian,Center,LowerClass,AntiEU,ProNATOAntiRussia,['Facebook'],0,2
basic-agents,B-ID-452,TS-B-ID-452,[],[],Lithuania,Alytus,Alytus City,54.396206 24.04671,Male,Middle,NationalLanguage,Lithuanian,Center,UpperClass,ProEU,AntiNATOProRussia,[],0,2
basic-agents,B-ID-453,TS-B-ID-453,[],[],Lithuania,Alytus,Alytus District,54.381692 23.649964,Female,Old,NationalLanguage,Lithuanian,Undecided,LowerClass,ProEU,ProNATOAntiRussia,['LRT (lrt.lt)'],0,2
basic-agents,B-ID-454,TS-B-ID-454,[],[],Lithuania,Alytus,Alytus District,54.381692 23.649964,Male,NotApplicable,NationalLanguage,Lithuanian,Center,LowerClass,Undecided,ProNATOAntiRussia,"['TV3 (tv3.lt)', 'LRT (lrt.lt)', 'Facebook']",0,2
basic-agents,B-ID-455,TS-B-ID-455,[],[],Lithuania,Alytus,Alytus District,54.381692 23.649964,Female,Middle,NationalLanguage,Lithuanian,Left,MiddleClass,AntiEU,ProNATOAntiRussia,['Facebook'],0,2
basic-agents,B-ID-456,TS-B-ID-456,[],[],Lithuania,Alytus,Alytus District,54.381692 23.649964,Female,Middle,NationalLanguage,Lithuanian,Center,LowerClass,ProEU,ProNATOAntiRussia,"['TV3 (tv3.lt)', 'Facebook']",0,2
basic-agents,B-ID-457,TS-B-ID-457,[],[],Lithuania,Alytus,Alytus District,54.381692 23.649964,Male,Middle,Both,Lithuanian,Right,LowerClass,Undecided,Neutral,[],0,2
basic-agents,B-ID-458,TS-B-ID-458,[],[],Lithuania,Alytus,Alytus District,54.381692 23.649964,Male,Young,NationalLanguage,Lithuanian,Right,LowerClass,AntiEU,ProNATOAntiRussia,['Facebook'],0,2
basic-agents,B-ID-459,TS-B-ID-459,[],[],Lithuania,Alytus,Alytus District,54.381692 23.649964,Female,Young,Other,Lithuanian,Center,LowerClass,ProEU,ProNATOAntiRussia,['Facebook'],0,2
basic-agents,B-ID-460,TS-B-ID-460,[],[],Lithuania,Alytus,Alytus District,54.381692 23.649964,Female,NotApplicable,NationalLanguage,Lithuanian,Left,MiddleClass,Undecided,ProNATOAntiRussia,"['TV3 (tv3.lt)', 'Delfi (delfi.lt)', 'Facebook']",0,2
basic-agents,B-ID-461,TS-B-ID-461,[],[],Lithuania,Alytus,Alytus District,54.381692 23.649964,Female,Middle,NationalLanguage,Lithuanian,Right,UpperClass,ProEU,ProNATOAntiRussia,[],0,2
basic-agents,B-ID-462,TS-B-ID-462,[],[],Lithuania,Alytus,Alytus District,54.381692 23.649964,Female,Middle,NationalLanguage,Lithuanian,Right,UpperClass,ProEU,AntiNATOProRussia,[],0,2
basic-agents,B-ID-463,TS-B-ID-463,[],[],Lithuania,Alytus,Alytus District,54.381692 23.649964,Male,Middle,Russian,Lithuanian,Center,LowerClass,ProEU,ProNATOAntiRussia,['Facebook'],0,2
basic-agents,B-ID-464,TS-B-ID-464,[],[],Lithuania,Alytus,Alytus District,54.381692 23.649964,Male,Middle,Both,Lithuanian,Undecided,UpperClass,AntiEU,ProNATOAntiRussia,['Facebook'],0,2
basic-agents,B-ID-465,TS-B-ID-465,[],[],Lithuania,Alytus,Alytus District,54.381692 23.649964,Female,Middle,NationalLanguage,Lithuanian,Center,UpperClass,AntiEU,ProNATOAntiRussia,['Facebook'],0,2
basic-agents,B-ID-466,TS-B-ID-466,[],[],Lithuania,Alytus,Druskininkai,54.021266 23.971166,Female,Old,Other,Lithuanian,Right,LowerClass,ProEU,AntiNATOProRussia,[],0,2
basic-agents,B-ID-467,TS-B-ID-467,[],[],Lithuania,Alytus,Druskininkai,54.021266 23.971166,Male,Middle,Other,Russian,Right,UpperClass,ProEU,ProNATOAntiRussia,['Facebook'],0,2
basic-agents,B-ID-468,TS-B-ID-468,[],[],Lithuania,Alytus,Druskininkai,54.021266 23.971166,Male,Middle,Both,Lithuanian,Undecided,UpperClass,ProEU,Neutral,"['Delfi (delfi.lt)', 'Odnoklassniki']",0,2
basic-agents,B-ID-469,TS-B-ID-469,[],[],Lithuania,Alytus,Druskininkai,54.021266 23.971166,Female,Middle,NationalLanguage,Lithuanian,Center,MiddleClass,ProEU,ProNATOAntiRussia,"['TV3 (tv3.lt)', 'Lietus Radio (lietus.fm)', 'Kauno Diena (kauno.diena.lt)', 'Lietuvos Rytas (lrytas.lt)']",0,2
basic-agents,B-ID-470,TS-B-ID-470,[],[],Lithuania,Alytus,Druskininkai,54.021266 23.971166,Female,Old,NationalLanguage,Lithuanian,Right,UpperClass,Undecided,Neutral,[],0,2
basic-agents,B-ID-471,TS-B-ID-471,[],[],Lithuania,Alytus,Druskininkai,54.021266 23.971166,Female,Middle,Both,Lithuanian,Center,UpperClass,ProEU,AntiNATOProRussia,[],0,2
basic-agents,B-ID-472,TS-B-ID-472,[],[],Lithuania,Alytus,Druskininkai,54.021266 23.971166,Female,NotApplicable,NationalLanguage,Lithuanian,Right,MiddleClass,AntiEU,Neutral,[],0,2
